y,x,mass,size,ecc,signal,raw_mass,ep
2.3970656905719494,49.29916625242894,1187.1609976790578,1.1400013530436395,0.31705638231907496,230.43748635036616,7838.0,0.050713541708175026
1.9064204146782817,57.54198279081027,1089.5184496263203,1.1145976302361777,0.39138031300670456,224.22334131152613,7682.0,0.052168508095998836
1.8274383965133265,64.95175171819248,933.4405851687787,1.034725964816704,0.3548980609568878,216.12707032926764,6902.0,0.060905349750152084
2.0498393309357112,71.85695133110596,1260.4700267056035,1.0727411395030821,0.38003505447660324,274.7948583470357,8184.0,0.04775924893347451
2.4175131348511383,88.88109775513453,1123.19553925048,1.12523591610834,0.3438338078739287,221.29956371771218,8150.0,0.04803421755065772
2.1982510426476525,101.98455984573299,996.9008648999543,1.0998799309900764,0.3330825187070753,204.94607986729721,6727.0,0.06328316259434418
2.263197852552805,135.36674032699764,659.5219659782989,1.1457319329155653,0.39296403401224905,128.01138780010444,5085.0,0.09986568091510628
1.7437209940958396,157.0478044761774,813.9859409689187,1.0133639497122497,0.2707744120601448,180.8897385334856,7051.0,0.05901728476490565
1.8798674441126624,176.52689452021627,886.3248480721348,1.0903818098832851,0.42396240803740626,191.30178442949884,6941.0,0.060399583326347074
2.171678597723785,205.62874453344688,1007.952207731618,1.112265842502229,0.4280542536896856,204.45878360166157,7309.0,0.0560107493936861
2.192983417842949,216.8423500851622,1141.7709152478758,1.0922127085851214,0.29169072622333636,231.3450197625133,8687.0,0.044030405393501275
1.6576040528459322,224.2780619847025,900.1122029640647,1.0712776670279522,0.37096446128065613,195.96909912054127,8128.0,0.048213831910353375
1.739749101352938,239.29883401672657,989.9893050222229,1.0545318178303429,0.33488936252141055,211.17363672996208,8056.0,0.04881116882814429
2.124677336086732,290.7108716227844,1246.97773193782,1.1443115980546217,0.28762655459313113,239.48599682418788,9545.0,0.03885564655102863
1.6386371693965822,399.63845281145854,630.4898380054736,1.0436614594806342,0.35102213109298913,136.08530574265487,8672.0,0.044133160870554765
1.6410744560411399,460.3538619248512,793.716204561652,1.059548061174605,0.4143048254969695,184.3812833358842,8488.0,0.04543380341030046
2.460180395844911,536.0349327498902,1150.390247359303,1.1879128653683206,0.28269500661449165,204.28442989193871,9663.0,0.0382375977742924
2.232356121542475,574.6981657682428,1112.148667026758,1.1529167640498639,0.304682804457979,202.7331289361995,10414.0,0.034722499133609
2.2901967435549526,625.3929174059771,1027.989472525921,1.198314783471638,0.35615740942194213,184.29187117705197,10100.0,0.03611043482937494
1.7838525970112027,641.1277565314988,860.3774395790215,1.0909024579874675,0.40726147920092737,176.07042317242838,10422.0,0.03468853012564559
2.231963238426002,653.2446430326661,1091.5793998874033,1.1608144781199772,0.3776972876433038,202.07594956878262,9977.0,0.036684842850683776
1.9186448765358464,692.6645830848145,749.5421274905885,1.1060869617408384,0.4786109385678645,158.2729329568729,9749.0,0.037799400205408805
1.9472071141243463,699.4019282899052,770.182924357009,1.1198178947248085,0.4668689720167584,156.65457288200952,10232.0,0.03551367677354679
2.335006876283416,721.3324494640267,949.2173605947258,1.1811550526247712,0.3266403909455558,167.20967823215432,10270.0,0.035345521831541604
2.126556657318376,791.7591145833334,1071.2291925371876,1.153433057952368,0.4205978165437354,197.09569232182739,11378.0,0.031057676393210276
3.399545370065907,13.794472958096845,1250.822454767606,1.1208675609080807,0.29636644013709884,249.4688643578064,7545.0,0.05351689936326069
3.1402832160626493,42.32956987664498,911.1188397163123,1.1255060283205376,0.33957408640691383,171.68028617376584,6231.0,0.07115693970656904
2.835587413643399,150.67192985767676,947.3754701227818,1.0828469313289097,0.28479521048371603,194.22109141537118,6353.0,0.0690439436554439
3.392528909971565,231.8830867082468,1341.1063821484506,1.2040219327595982,0.3025159348016141,231.39866705781262,8886.0,0.04271110830218634
3.4200218393144675,334.311432325887,1207.757088466062,1.211840311070197,0.28959053011410923,202.2279502387974,8877.0,0.04276906573191366
2.6132032501212183,341.84819788712736,1217.0604235925555,1.1637294150391826,0.2555898104467794,213.7487069043303,9095.0,0.0414080381840863
3.1668024632212806,350.1927250347068,1278.4463412388234,1.1716945839589767,0.32241185957379326,223.15933662142257,9444.0,0.03940074627853882
2.8143906409722486,440.92881535607467,1180.8216756178526,1.1110746175390733,0.2574201301466104,217.43248784821822,9253.0,0.040474526995336685
2.772600576229178,474.04760731975244,1143.58598207217,1.1239724465213758,0.2795445644425795,211.09316578701308,9456.0,0.03933518266698284
